"Midascontactid","Createdat","Emailpermissionstatus","Cont.Acq.Src","Email.Src.First","Segment","Segmentsecondary","Email.Acq.Dt","Email.Pref.Ch.Dt","Entry.Point.List","Cont.Acq.Src2","Cont.Acq.Dte","Prod.Buy.Last","Prod.Buy.First","Prod.Buy.Accessories","Prod.Buy.All.In.One.Desktop","Prod.Buy.Desktop","Prod.Buy.Idc","Prod.Buy.Idpd","Prod.Buy.Laptop","Prod.Buy.Servers","Prod.Buy.Software","Prod.Buy.Thnkc","Prod.Buy.Thnkp","Prod.Buy.Warranties","Prod.Buy.Workstation","Prod.Buy.Android.Tablet","Prod.Buy.Windows.Tablet","Prod.Buy.Convertible","Prod.Buy.Android.Os","Prod.Buy.Gaming","Prod.Buy.Windows.Os","Prod.Buy.Gaming.Related","Country","Eml.Sent.Num","Eml.Sent.First.Ts","Eml.Sent.Last.Ts","Eml.Open.Num","Eml.Open.First.Ts","Eml.Open.Last.Ts","Eml.Click.Num","Eml.Click.First.Ts","Eml.Click.Last.Ts","Eml.Bounce.Last.Ts","Eml.Unsub.Last.Ts","Eml.Spam.Last.Ts","Email.Domain","Em.Pref.Status","Em.Pref.Dte","Invalid.Email.Dte","Em.Spamclplt.Dte"
"1020375449","4/23/2019","I","LIDUAS16","OOBWIN15","CON","","4/22/2019","8/24/2019","|LIDUAS1608|OOBAND1407|OOBWIN1506|","LIDUAS16","3/3/2017","8/24/2019","4/22/2019","NA","4/22/2019","NA","4/22/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","228","3/3/2017","2/20/2020","41","3/11/2017","2/17/2020","1","8/21/2019","8/21/2019","NA","NA","NA","gmail.com","I","8/24/2019","NA","NA"
"1042778096","10/16/2019","U","OOBWIN15","","CON","","NA","10/15/2019","|OOBWIN1506|","OOBWIN15","10/15/2019","10/15/2019","10/15/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","10/15/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","2","11/25/2019","12/24/2019","0","NA","NA","0","NA","NA","NA","NA","NA","hotmail.com","U","10/15/2019","NA","NA"
"1039527195","7/29/2019","I","NETMINNG","NETMINNG","CON","","7/29/2019","7/30/2019","|HYBRIS1506|IGNONE20121024|SAPCRMSHIP120501|","NETMINNG","7/29/2019","7/30/2019","7/30/2019","NA","NA","NA","NA","7/30/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","121","7/29/2019","2/20/2020","4","7/29/2019","2/17/2020","0","NA","NA","NA","NA","NA","hotmail.com","I","7/30/2019","NA","NA"
"1008356168","11/29/2019","I","EPI2","EPI2","CON","","11/4/2015","11/29/2019","|HYBRIS1506|LENI2|OOBWIN1407|OOBWIN1506|RI6 PERMISSION|","EPI2","11/4/2015","11/29/2019","7/26/2016","NA","NA","7/26/2016","NA","11/29/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","15","11/29/2019","1/13/2020","2","7/28/2016","8/6/2016","2","7/28/2016","8/6/2016","NA","11/3/2016","NA","gmail.com","I","11/29/2019","NA","NA"
"1038164470","4/30/2019","U","OOBWIN15","","CON","","NA","4/29/2019","|OOBWIN1506|","OOBWIN15","4/29/2019","4/29/2019","4/29/2019","NA","NA","4/29/2019","NA","NA","NA","NA","NA","4/29/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","20","4/30/2019","5/24/2019","1","5/1/2019","5/26/2019","1","5/26/2019","5/26/2019","NA","NA","NA","hotmail.com","U","4/29/2019","NA","NA"
"1041467900","9/6/2019","U","OOBWIN15","","CON","","NA","9/5/2019","|OOBWIN1506|","OOBWIN15","9/5/2019","9/5/2019","9/5/2019","NA","NA","NA","NA","9/5/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","6","9/6/2019","12/24/2019","0","NA","NA","0","NA","NA","NA","NA","NA","gmail.com","U","9/5/2019","NA","NA"
"1044033221","12/5/2019","I","CROWDS19","CROWDS19","CON","","12/4/2019","1/6/2020","|CROWDS1902|HYBORD1502|HYBRIS1506|SAPCRMSHIP120501|","CROWDS19","12/4/2019","12/7/2019","12/5/2019","NA","NA","NA","NA","12/7/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","34","12/7/2019","2/6/2020","9","12/7/2019","2/6/2020","0","NA","NA","NA","NA","NA","danmarkcom.com","I","12/4/2019","NA","NA"
"1042279121","9/27/2019","U","OOBWIN15","","CON","","NA","9/26/2019","|OOBWIN1506|","OOBWIN15","9/26/2019","9/26/2019","9/26/2019","NA","NA","NA","NA","9/26/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","9","11/25/2019","1/8/2020","2","12/24/2019","1/6/2020","0","NA","NA","NA","NA","NA","dukes.jmu.edu","U","9/26/2019","NA","NA"
"1042888581","10/20/2019","I","OOBWIN15","OOBWIN15","CON","","10/20/2019","10/20/2019","|OOBWIN1506|","OOBWIN15","10/20/2019","10/20/2019","10/20/2019","NA","10/20/2019","NA","10/20/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","34","10/20/2019","1/21/2020","0","NA","NA","0","NA","NA","NA","NA","NA","gmail.com","I","10/20/2019","NA","NA"
"1044821651","12/22/2019","U","OOBWIN15","","CON","","NA","12/21/2019","|OOBWIN1506|","OOBWIN15","12/21/2019","12/21/2019","12/21/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","12/21/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","0","NA","NA","0","NA","NA","0","NA","NA","NA","NA","NA","gmail.com","U","12/21/2019","NA","NA"
"1039497459","7/28/2019","I","NETMINNG","NETMINNG","CON","","7/28/2019","7/28/2019","|IGNONE20121024|","NETMINNG","7/28/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","109","7/28/2019","2/3/2020","0","NA","NA","0","NA","NA","NA","NA","NA","gmail.com","I","7/28/2019","NA","NA"
"1045038704","12/26/2019","U","OOBWIN15","","CON","","NA","12/25/2019","|OOBWIN1506|","OOBWIN15","12/25/2019","12/25/2019","12/25/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","19","1/2/2020","2/20/2020","1","1/2/2020","1/2/2020","0","NA","NA","NA","NA","NA","me.com","U","12/25/2019","NA","NA"
"1042789853","10/16/2019","I","OOBWIN15","OOBWIN15","CON","","10/16/2019","10/16/2019","|OOBWIN1506|","OOBWIN15","10/16/2019","10/16/2019","10/16/2019","NA","NA","NA","NA","10/16/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","34","10/16/2019","1/13/2020","3","10/16/2019","11/28/2019","1","10/25/2019","10/25/2019","NA","NA","NA","gmail.com","I","10/16/2019","NA","NA"
"1046208956","2/1/2020","I","OOBWIN15","OOBWIN15","CON","","2/1/2020","2/1/2020","|OOBWIN1506|","OOBWIN15","2/1/2020","2/1/2020","2/1/2020","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","1","2/1/2020","2/1/2020","0","NA","NA","0","NA","NA","NA","NA","NA","outlook.com","I","2/1/2020","NA","NA"
"1044608412","12/15/2019","I","ADBEMA19","ADBEMA19","CON","","12/16/2019","12/16/2019","|ADBEMA1906|HYBORD1502|HYBRIS1506|SAPCRMSHIP120501|","ADBEMA19","12/16/2019","12/16/2019","12/16/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","27","12/15/2019","2/20/2020","11","12/19/2019","2/17/2020","0","NA","NA","NA","NA","NA","windstream.net","I","12/16/2019","NA","NA"
"1044489803","12/13/2019","U","OOBWIN15","","CON","","NA","12/12/2019","|OOBWIN1506|","OOBWIN15","12/12/2019","12/12/2019","12/12/2019","NA","NA","NA","NA","12/12/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","1","12/24/2019","12/24/2019","0","NA","NA","0","NA","NA","NA","NA","NA","gmail.com","U","12/12/2019","NA","NA"
"1046830780","2/28/2020","U","OOBWIN15","","CON","","NA","2/26/2020","|OOBWIN1506|","OOBWIN15","2/26/2020","2/26/2020","2/26/2020","NA","NA","NA","NA","2/26/2020","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","0","NA","NA","0","NA","NA","0","NA","NA","NA","NA","NA","outlook.com","U","2/26/2020","NA","NA"
"1040126039","8/23/2019","U","OOBWIN15","","CON","","NA","8/22/2019","|OOBWIN1506|","OOBWIN15","8/22/2019","8/22/2019","8/22/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","2","11/25/2019","12/24/2019","0","NA","NA","0","NA","NA","NA","NA","NA","outlook.com","U","8/22/2019","NA","NA"
"1038993792","6/27/2019","I","HWDCGS19","HWDCGS19","CON","","6/21/2019","11/12/2019","|HWDCGS1905|HWDHEL1908|","HWDCGS19","6/21/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","144","6/27/2019","2/20/2020","2","11/20/2019","12/6/2019","0","NA","NA","NA","NA","NA","gmail.com","I","11/12/2019","NA","NA"
"1042375321","10/1/2019","I","OOBWIN15","OOBWIN15","CON","","10/1/2019","10/1/2019","|OOBWIN1506|","OOBWIN15","10/1/2019","10/1/2019","10/1/2019","NA","NA","NA","NA","10/1/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","36","10/1/2019","1/13/2020","0","NA","NA","0","NA","NA","NA","NA","NA","hotmail.com","I","10/1/2019","NA","NA"
"1041279435","9/1/2019","I","OOBWIN15","OOBWIN15","CON","","8/31/2019","8/31/2019","|OOBWIN1506|","OOBWIN15","8/31/2019","8/31/2019","8/31/2019","NA","NA","NA","NA","8/31/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","3","9/1/2019","9/17/2019","2","9/2/2019","9/19/2019","0","NA","NA","NA","NA","NA","gmail.com","I","8/31/2019","NA","NA"
"1045596955","1/13/2020","I","OOBWIN15","OOBWIN15","CON","","1/13/2020","1/13/2020","|OOBWIN1506|","OOBWIN15","1/13/2020","1/13/2020","1/13/2020","NA","NA","NA","NA","1/13/2020","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","1","1/13/2020","1/13/2020","0","NA","NA","0","NA","NA","NA","NA","NA","gmail.com","I","1/13/2020","NA","NA"
"1046078816","1/26/2020","I","OOBWIN15","OOBWIN15","CON","","1/26/2020","1/26/2020","|OOBWIN1506|","OOBWIN15","1/26/2020","1/26/2020","1/26/2020","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","1","1/26/2020","1/26/2020","0","NA","NA","0","NA","NA","NA","NA","NA","gmail.com","I","1/26/2020","NA","NA"
"1044061729","12/5/2019","I","ADBEMA19","ADBEMA19","CON","","12/5/2019","12/5/2019","|ADBEMA1906|","ADBEMA19","12/5/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","38","12/5/2019","2/20/2020","36","12/5/2019","2/18/2020","1","12/9/2019","12/9/2019","NA","NA","NA","gmail.com","I","12/5/2019","NA","NA"
"211051814","2/3/2020","I","JIGSAW","JIGSAW","VSB","AFF","3/11/2010","1/27/2020","|JIGSAW|SAPCRMSHIP120501|","JIGSAW","3/11/2010","1/27/2020","1/26/2020","NA","NA","NA","NA","NA","NA","NA","NA","NA","1/27/2020","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","13","1/29/2020","3/5/2020","1","1/29/2020","1/29/2020","0","NA","NA","NA","NA","NA","jbbush.com","I","3/11/2010","NA","NA"
"1038137368","4/28/2019","U","OOBWIN15","","CON","","NA","4/27/2019","|OOBWIN1506|","OOBWIN15","4/27/2019","4/27/2019","4/27/2019","NA","4/27/2019","NA","4/27/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","191","4/28/2019","2/20/2020","54","4/30/2019","2/17/2020","1","5/30/2019","5/30/2019","NA","NA","NA","yahoo.com","U","4/27/2019","NA","NA"
"1037883289","4/9/2019","U","OOBWIN15","","CON","","NA","4/8/2019","|OOBWIN1506|","OOBWIN15","4/8/2019","4/8/2019","4/8/2019","NA","NA","NA","NA","4/8/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","8","4/9/2019","2/20/2020","0","NA","NA","0","NA","NA","NA","NA","NA","gmail.com","U","4/8/2019","NA","NA"
"1031019546","1/13/2020","O","DNBAPI16","HYBRIS15","SMB","AFF","6/29/2018","6/5/2019","|DNBAPI1609|HYBORD1502|HYBRIS1506|SAPCRMSHIP120501|","DNBAPI16","6/29/2018","6/5/2019","6/29/2018","NA","NA","NA","NA","6/5/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9/19/2018","NA","6/5/2019","US","63","6/29/2018","5/8/2019","12","6/29/2018","5/9/2019","2","7/9/2018","4/19/2019","NA","NA","NA","yahoo.com","O","5/8/2019","NA","NA"
"1042331137","9/29/2019","I","ADBEMA19","ADBEMA19","CON","","9/29/2019","10/23/2019","|ADBEMA1906|","ADBEMA19","9/29/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","59","9/29/2019","2/20/2020","2","9/29/2019","2/17/2020","2","9/29/2019","2/17/2020","NA","NA","NA","gmail.com","I","10/23/2019","NA","NA"
"1037769268","4/1/2019","U","OOBWIN15","","CON","","NA","3/31/2019","|OOBWIN1506|","OOBWIN15","3/31/2019","3/31/2019","3/31/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","3/31/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","73","4/6/2019","8/14/2019","10","4/27/2019","8/15/2019","2","8/13/2019","8/15/2019","NA","NA","NA","trygghansa.se","U","3/31/2019","NA","NA"
"1046995728","3/6/2020","I","OOBWIN15","OOBWIN15","CON","","3/6/2020","3/6/2020","|OOBWIN1506|","OOBWIN15","3/6/2020","3/6/2020","3/6/2020","NA","3/6/2020","NA","3/6/2020","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","gmail.com","I","3/6/2020","NA","NA"
"1043717972","11/26/2019","U","SAPCRMSH","","CON","","NA","11/24/2019","|SAPCRMSHIP120501|","SAPCRMSH","11/24/2019","11/24/2019","11/24/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","38","12/12/2019","2/20/2020","32","12/12/2019","2/18/2020","0","NA","NA","NA","NA","NA","yahoo.com","U","11/24/2019","NA","NA"
"1040159422","8/26/2019","U","OOBWIN15","","CON","","NA","8/24/2019","|OOBWIN1506|","OOBWIN15","8/24/2019","8/24/2019","8/24/2019","NA","NA","NA","NA","8/24/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","3","8/27/2019","12/24/2019","0","NA","NA","0","NA","NA","NA","NA","NA","gmail.com","U","8/24/2019","NA","NA"
"1045131828","12/29/2019","I","OOBWIN15","OOBWIN15","CON","","12/28/2019","12/28/2019","|OOBWIN1506|","OOBWIN15","12/28/2019","12/28/2019","12/28/2019","NA","12/28/2019","NA","12/28/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","2","12/29/2019","1/13/2020","2","12/29/2019","1/27/2020","0","NA","NA","NA","NA","NA","cbburnet.com","I","12/28/2019","NA","NA"
"1042579017","10/6/2019","I","OOBWIN15","OOBWIN15","CON","","10/6/2019","10/6/2019","|OOBWIN1506|","OOBWIN15","10/6/2019","10/6/2019","10/6/2019","NA","NA","NA","NA","10/6/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","36","10/6/2019","1/13/2020","1","11/28/2019","11/28/2019","0","NA","NA","NA","NA","NA","aol.com","I","10/6/2019","NA","NA"
"1038743751","6/10/2019","I","NETMINNG","NETMINNG","CON","","6/10/2019","6/10/2019","|IGNONE20121024|","NETMINNG","6/10/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","153","6/10/2019","2/20/2020","4","6/14/2019","1/22/2020","1","6/14/2019","6/14/2019","NA","NA","NA","gmail.com","I","6/10/2019","NA","NA"
"1045512467","1/10/2020","U","OOBWIN15","","CON","","NA","1/9/2020","|OOBWIN1506|","OOBWIN15","1/9/2020","1/9/2020","1/9/2020","NA","NA","NA","NA","1/9/2020","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","1","1/10/2020","1/25/2020","0","NA","NA","0","NA","NA","NA","NA","NA","yahoo.com","U","1/9/2020","NA","NA"
"1041173150","8/29/2019","I","OOBWIN15","OOBWIN15","CON","","8/28/2019","8/28/2019","|OOBWIN1506|","OOBWIN15","8/28/2019","8/28/2019","8/28/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","4","8/29/2019","12/24/2019","0","NA","NA","0","NA","NA","NA","NA","NA","gmail.com","I","8/28/2019","NA","NA"
"1046855474","2/29/2020","U","OOBWIN15","","CON","","NA","2/28/2020","|OOBWIN1506|","OOBWIN15","2/28/2020","2/28/2020","2/28/2020","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","0","NA","NA","0","NA","NA","0","NA","NA","NA","NA","NA","msn.com","U","2/28/2020","NA","NA"
"1039547063","7/31/2019","I","OOBWIN15","OOBWIN15","CON","","7/30/2019","7/30/2019","|OOBWIN1506|","OOBWIN15","7/30/2019","7/30/2019","7/30/2019","NA","NA","NA","NA","7/30/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","7/30/2019","US","9","7/31/2019","2/14/2020","1","8/10/2019","8/10/2019","0","NA","NA","NA","NA","NA","gmail.com","I","7/30/2019","NA","NA"
"1043500659","11/17/2019","I","OOBWIN15","OOBWIN15","CON","","11/17/2019","11/17/2019","|OOBWIN1506|","OOBWIN15","11/17/2019","11/17/2019","11/17/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","11/17/2019","US","32","11/17/2019","2/14/2020","19","11/20/2019","12/11/2019","0","NA","NA","NA","NA","NA","gmail.com","I","11/17/2019","NA","NA"
"1003093349","7/26/2019","U","LDRPRELD","","CON","","NA","7/25/2019","|LEADERTECH|OOBWIN1506|","LDRPRELD","12/24/2014","7/25/2019","12/24/2014","NA","NA","NA","NA","7/25/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12/24/2014","NA","US","4","2/21/2017","12/24/2019","0","NA","NA","0","NA","NA","NA","NA","NA","gmail.com","U","7/25/2019","NA","NA"
"1038229191","5/6/2019","I","COMEMS15","COMEMS15","CON","","5/6/2019","5/7/2019","|COMEMS1507|HYBRIS1506|IGNONE20121024|","COMEMS15","5/6/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","0","NA","NA","0","NA","NA","0","NA","NA","NA","NA","NA","gmail.com","I","5/7/2019","NA","NA"
"1039961729","8/18/2019","U","OOBWIN15","","CON","","NA","8/17/2019","|OOBWIN1506|","OOBWIN15","8/17/2019","8/17/2019","8/17/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","8/17/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","65","11/25/2019","2/20/2020","55","11/26/2019","2/19/2020","1","11/28/2019","11/28/2019","NA","NA","NA","luc.edu","U","8/17/2019","NA","NA"
"1039734933","8/9/2019","U","OOBWIN15","","CON","","NA","8/8/2019","|OOBWIN1506|","OOBWIN15","8/8/2019","8/8/2019","8/8/2019","NA","NA","NA","NA","8/8/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","3","8/9/2019","12/24/2019","0","NA","NA","0","NA","NA","NA","NA","NA","gmail.com","U","8/8/2019","NA","NA"
"1038765314","6/12/2019","U","OOBWIN15","","CON","","NA","6/11/2019","|OOBWIN1506|","OOBWIN15","6/11/2019","6/11/2019","6/11/2019","NA","NA","NA","NA","6/11/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","3","6/12/2019","12/24/2019","0","NA","NA","0","NA","NA","NA","NA","NA","ondemandestimates.com","U","6/11/2019","NA","NA"
"1046288888","2/4/2020","U","OOBWIN15","","CON","","NA","2/3/2020","|OOBWIN1506|","OOBWIN15","2/3/2020","2/3/2020","2/3/2020","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","1","2/4/2020","2/19/2020","0","NA","NA","0","NA","NA","NA","NA","NA","yahoo.com","U","2/3/2020","NA","NA"
"1041570632","9/8/2019","I","ADBEMA19","ADBEMA19","CON","","9/8/2019","9/8/2019","|ADBEMA1906|","ADBEMA19","9/8/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","92","9/8/2019","2/20/2020","0","NA","NA","0","NA","NA","NA","NA","NA","gmail.com","I","9/8/2019","NA","NA"
"1046555885","2/16/2020","I","OOBWIN15","OOBWIN15","CON","","2/16/2020","2/16/2020","|OOBWIN1506|","OOBWIN15","2/16/2020","2/16/2020","2/16/2020","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","1","2/16/2020","2/16/2020","0","NA","NA","0","NA","NA","NA","NA","NA","yahoo.com","I","2/16/2020","NA","NA"
"1045835421","1/16/2020","U","SAPCRMSH","","CON","","NA","1/17/2020","|HYBRIS1506|SAPCRMSHIP120501|","SAPCRMSH","1/14/2020","1/14/2020","1/14/2020","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","CA","0","NA","NA","0","NA","NA","0","NA","NA","NA","NA","NA","adjustmedia.co","U","1/17/2020","NA","NA"
"1043060755","10/29/2019","I","OOBWIN15","OOBWIN15","CON","","10/28/2019","10/28/2019","|OOBWIN1506|","OOBWIN15","10/28/2019","10/28/2019","10/28/2019","NA","NA","NA","NA","10/28/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10/28/2019","US","6","11/27/2019","2/14/2020","0","NA","NA","0","NA","NA","NA","NA","NA","gmail.com","I","10/28/2019","NA","NA"
"1044581099","12/14/2019","I","OOBWIN15","OOBWIN15","CON","","12/14/2019","12/14/2019","|OOBWIN1506|","OOBWIN15","12/14/2019","12/14/2019","12/14/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","3","12/14/2019","1/13/2020","0","NA","NA","0","NA","NA","NA","NA","NA","gmail.com","I","12/14/2019","NA","NA"
"1039274118","7/23/2019","U","COMAPS16","","CON","","NA","7/14/2019","|COMAPS1603|","COMAPS16","7/14/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","0","NA","NA","0","NA","NA","0","NA","NA","NA","NA","NA","yahoo.com","U","7/14/2019","NA","NA"
"1037806928","4/6/2019","U","SAPCRMSH","","CON","","NA","4/8/2019","|OOBWIN1506|SAPCRMSHIP120501|","SAPCRMSH","4/1/2019","4/8/2019","3/28/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","CA","0","NA","NA","0","NA","NA","0","NA","NA","NA","NA","NA","gmail.com","U","4/8/2019","NA","NA"
"1046141212","1/29/2020","I","CROWDS19","CROWDS19","CON","","1/28/2020","2/8/2020","|CROWDS1902|HYBORD1502|HYBRIS1506|","CROWDS19","1/28/2020","2/8/2020","1/29/2020","NA","NA","NA","NA","NA","NA","NA","NA","NA","2/8/2020","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","16","2/2/2020","2/20/2020","2","2/6/2020","2/7/2020","0","NA","NA","NA","NA","NA","acmesolution.com","I","1/29/2020","NA","NA"
"1045120442","12/28/2019","U","OOBWIN15","","CON","","NA","12/27/2019","|OOBWIN1506|","OOBWIN15","12/27/2019","12/27/2019","12/27/2019","NA","NA","NA","NA","12/27/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","0","NA","NA","0","NA","NA","0","NA","NA","NA","NA","NA","gmail.com","U","12/27/2019","NA","NA"
"1043781747","12/16/2019","U","COMAPS16","","CON","","NA","11/30/2019","|COMAPS1603|HYBORD1502|HYBRIS1506|SAPCRMSHIP120501|","COMAPS16","11/28/2019","11/30/2019","11/28/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","0","NA","NA","0","NA","NA","0","NA","NA","NA","NA","NA","gmail.com","U","11/30/2019","NA","NA"
"1042371715","10/1/2019","I","ADBEMA19","ADBEMA19","CON","","10/1/2019","10/1/2019","|ADBEMA1906|","ADBEMA19","10/1/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","81","10/1/2019","2/20/2020","5","10/2/2019","11/12/2019","3","10/7/2019","11/12/2019","NA","NA","NA","live.com","I","10/1/2019","NA","NA"
"1043359284","11/13/2019","I","OOBWIN15","OOBWIN15","CON","","11/13/2019","11/13/2019","|OOBWIN1506|","OOBWIN15","11/13/2019","11/13/2019","11/13/2019","NA","NA","NA","NA","11/13/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","31","11/13/2019","2/14/2020","0","NA","NA","0","NA","NA","NA","NA","NA","gmail.com","I","11/13/2019","NA","NA"
"1041804151","9/13/2019","I","OOBWIN15","OOBWIN15","CON","","9/12/2019","9/12/2019","|OOBWIN1506|","OOBWIN15","9/12/2019","9/12/2019","9/12/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","3","11/25/2019","12/24/2019","0","NA","NA","0","NA","NA","NA","NA","NA","gmail.com","I","9/12/2019","NA","NA"
"1039406776","7/23/2019","U","OOBWIN15","","CON","","NA","7/21/2019","|OOBWIN1506|","OOBWIN15","7/21/2019","7/21/2019","7/21/2019","NA","NA","NA","NA","7/21/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","4","7/23/2019","12/24/2019","3","7/23/2019","11/26/2019","0","NA","NA","NA","NA","NA","yahoo.com","U","7/21/2019","NA","NA"
