"Midascontactid","Createdat","Emailpermissionstatus","Cont.Acq.Src","Email.Src.First","Segment","Segmentsecondary","Email.Acq.Dt","Email.Pref.Ch.Dt","Entry.Point.List","Cont.Acq.Src2","Cont.Acq.Dte","Prod.Buy.Last","Prod.Buy.First","Prod.Buy.Accessories","Prod.Buy.All.In.One.Desktop","Prod.Buy.Desktop","Prod.Buy.Idc","Prod.Buy.Idpd","Prod.Buy.Laptop","Prod.Buy.Servers","Prod.Buy.Software","Prod.Buy.Thnkc","Prod.Buy.Thnkp","Prod.Buy.Warranties","Prod.Buy.Workstation","Prod.Buy.Android.Tablet","Prod.Buy.Windows.Tablet","Prod.Buy.Convertible","Prod.Buy.Android.Os","Prod.Buy.Gaming","Prod.Buy.Windows.Os","Prod.Buy.Gaming.Related","Country","Eml.Sent.Num","Eml.Sent.First.Ts","Eml.Sent.Last.Ts","Eml.Open.Num","Eml.Open.First.Ts","Eml.Open.Last.Ts","Eml.Click.Num","Eml.Click.First.Ts","Eml.Click.Last.Ts","Eml.Bounce.Last.Ts","Eml.Unsub.Last.Ts","Eml.Spam.Last.Ts","Email.Domain","Em.Pref.Status","Em.Pref.Dte","Invalid.Email.Dte","Em.Spamclplt.Dte"
"1044097661","12/6/2019","I","ADBEMA19","ADBEMA19","CON","","12/6/2019","12/6/2019","|ADBEMA1906|","ADBEMA19","12/6/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","37","12/6/2019","2/20/2020","0","NA","NA","0","NA","NA","NA","NA","NA","cox.net","I","12/6/2019","NA","NA"
"1044122740","12/9/2019","U","SAPCRMSH","","CON","","NA","12/5/2019","|SAPCRMSHIP120501|","SAPCRMSH","12/5/2019","12/5/2019","12/2/2019","NA","NA","NA","NA","12/5/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","CA","0","NA","NA","0","NA","NA","0","NA","NA","NA","NA","NA","yahoo.com","U","12/5/2019","NA","NA"
"1038223882","5/5/2019","U","OOBWIN15","","CON","","NA","5/4/2019","|OOBWIN1506|","OOBWIN15","5/4/2019","5/4/2019","5/4/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","5/4/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","6","5/5/2019","5/29/2019","0","NA","NA","1","5/30/2019","5/30/2019","NA","NA","NA","gmail.com","U","5/4/2019","NA","NA"
"1046802782","2/26/2020","I","OOBWIN15","OOBWIN15","CON","","2/26/2020","2/26/2020","|OOBWIN1506|","OOBWIN15","2/26/2020","2/26/2020","2/26/2020","NA","NA","NA","NA","2/26/2020","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","0","NA","NA","0","NA","NA","0","NA","NA","NA","NA","NA","outlook.com","I","2/26/2020","NA","NA"
"1046832105","2/28/2020","U","OOBWIN15","","CON","","NA","2/27/2020","|OOBWIN1506|","OOBWIN15","2/27/2020","2/27/2020","2/27/2020","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2/27/2020","NA","NA","US","0","NA","NA","0","NA","NA","0","NA","NA","NA","NA","NA","outlook.com","U","2/27/2020","NA","NA"
"1038644181","6/5/2019","I","OOBWIN15","OOBWIN15","CON","","6/3/2019","6/3/2019","|OOBWIN1506|","OOBWIN15","6/3/2019","6/3/2019","6/3/2019","NA","NA","NA","NA","6/3/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","8","6/5/2019","1/8/2020","1","6/6/2019","7/3/2019","0","NA","NA","NA","NA","NA","gmail.com","I","6/3/2019","NA","NA"
"1019726620","11/19/2019","I","OOBWIN15","OOBWIN15","CON","","2/8/2017","11/17/2019","|OOBWIN1506|","OOBWIN15","2/8/2017","11/17/2019","2/8/2017","NA","NA","2/8/2017","2/8/2017","11/17/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","20","2/9/2017","2/18/2020","0","NA","NA","0","NA","NA","NA","NA","NA","yahoo.com","I","12/25/2017","NA","NA"
"1043242355","11/7/2019","I","OOBWIN15","OOBWIN15","CON","","11/7/2019","11/7/2019","|OOBWIN1506|","OOBWIN15","11/7/2019","11/7/2019","11/7/2019","NA","NA","NA","NA","11/7/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","17","11/7/2019","11/30/2019","1","11/27/2019","11/27/2019","0","NA","NA","NA","NA","NA","gmail.com","I","11/7/2019","NA","NA"
"1038994560","6/27/2019","I","HWDCGS19","HWDCGS19","CON","","6/23/2019","11/12/2019","|HWDCGS1905|HWDHEL1908|","HWDCGS19","6/23/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","118","6/27/2019","1/4/2020","0","NA","NA","0","NA","NA","NA","NA","NA","hotmail.com","I","11/12/2019","NA","NA"
"1043933931","12/2/2019","I","OOBWIN15","OOBWIN15","CON","","12/2/2019","12/2/2019","|OOBWIN1506|","OOBWIN15","12/2/2019","12/2/2019","12/2/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","8","12/2/2019","1/13/2020","1","12/3/2019","12/3/2019","0","NA","NA","NA","NA","NA","gmail.com","I","12/2/2019","NA","NA"
"1042889226","10/20/2019","I","OOBAND14","OOBAND14","CON","","10/21/2019","10/21/2019","|OOBAND1407|","OOBAND14","10/21/2019","10/21/2019","10/21/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","33","10/20/2019","1/13/2020","1","10/24/2019","10/24/2019","0","NA","NA","NA","NA","NA","gmail.com","I","10/21/2019","NA","NA"
"1045953781","1/21/2020","I","OOBWIN15","OOBWIN15","CON","","1/21/2020","1/21/2020","|OOBWIN1506|","OOBWIN15","1/21/2020","1/21/2020","1/21/2020","NA","NA","NA","NA","1/21/2020","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","1","1/21/2020","1/21/2020","0","NA","NA","0","NA","NA","NA","NA","NA","gmail.com","I","1/21/2020","NA","NA"
"1041135414","8/28/2019","I","HYBRIS15","HYBRIS15","CON","","8/27/2019","8/27/2019","|HYBRIS1506|","HYBRIS15","8/27/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","0","NA","NA","0","NA","NA","0","NA","NA","NA","NA","NA","133mail.cn","I","8/27/2019","NA","NA"
"1039469407","7/26/2019","U","OOBWIN15","","CON","","NA","7/25/2019","|OOBWIN1506|","OOBWIN15","7/25/2019","7/25/2019","7/25/2019","NA","NA","NA","NA","7/25/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","5","7/26/2019","12/24/2019","0","NA","NA","0","NA","NA","NA","NA","NA","gmail.com","U","7/25/2019","NA","NA"
"1043742148","11/27/2019","U","SAPCRMSH","","CON","","NA","11/25/2019","|SAPCRMSHIP120501|","SAPCRMSH","11/25/2019","11/25/2019","11/25/2019","NA","NA","NA","NA","11/25/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","3","12/12/2019","1/16/2020","0","NA","NA","0","NA","NA","NA","NA","NA","marketplace.newegg.com","U","11/25/2019","NA","NA"
"1039674827","8/6/2019","U","OOBWIN15","","CON","","NA","8/5/2019","|OOBWIN1506|","OOBWIN15","8/5/2019","8/5/2019","8/5/2019","NA","NA","NA","NA","8/5/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","3","8/6/2019","12/24/2019","0","NA","NA","0","NA","NA","NA","NA","NA","gmail.com","U","8/5/2019","NA","NA"
"1046264260","2/3/2020","I","HWDCGS19","HWDCGS19","CON","","11/23/2019","11/23/2019","|HWDCGS1905|","HWDCGS19","11/23/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","3","2/3/2020","2/20/2020","0","NA","NA","0","NA","NA","NA","NA","NA","gmail.com","I","11/23/2019","NA","NA"
"1039686223","8/7/2019","I","OOBWIN15","OOBWIN15","CON","","8/7/2019","8/7/2019","|OOBWIN1506|","OOBWIN15","8/7/2019","8/7/2019","8/7/2019","NA","NA","NA","NA","8/7/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","3","11/5/2019","12/24/2019","0","NA","NA","0","NA","NA","NA","NA","NA","gmail.com","I","8/7/2019","NA","NA"
"1038495393","5/24/2019","I","NETMINNG","NETMINNG","CON","","5/24/2019","6/2/2019","|IGNONE20121024|OOBWIN1506|SAPCRMSHIP120501|","NETMINNG","5/24/2019","6/2/2019","6/1/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","5","8/30/2019","12/24/2019","0","NA","NA","0","NA","NA","NA","NA","NA","gmail.com","I","6/1/2019","NA","NA"
"1044232216","12/9/2019","I","OOBWIN15","OOBWIN15","CON","","12/9/2019","12/9/2019","|OOBWIN1506|","OOBWIN15","12/9/2019","12/9/2019","12/9/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","3","12/9/2019","1/13/2020","0","NA","NA","0","NA","NA","NA","NA","NA","gmail.com","I","12/9/2019","NA","NA"
"1038499696","5/25/2019","I","OOBWIN15","OOBWIN15","CON","","5/24/2019","5/24/2019","|OOBWIN1506|","OOBWIN15","5/24/2019","5/24/2019","5/24/2019","NA","NA","NA","NA","5/24/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","2","11/25/2019","12/24/2019","0","NA","NA","0","NA","NA","NA","NA","NA","gmail.com","I","5/24/2019","NA","NA"
"1044647852","12/17/2019","U","SAPCRMSH","","CON","","NA","12/13/2019","|SAPCRMSHIP120501|","SAPCRMSH","12/13/2019","12/13/2019","12/13/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","3","12/24/2019","1/16/2020","0","NA","NA","0","NA","NA","NA","NA","NA","radiushospitality.com","U","12/13/2019","NA","NA"
"1039725508","8/9/2019","I","OOBWIN15","OOBWIN15","CON","","8/8/2019","8/8/2019","|OOBWIN1506|","OOBWIN15","8/8/2019","8/8/2019","8/8/2019","NA","NA","8/8/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","8/8/2019","NA","NA","US","8","8/9/2019","2/14/2020","0","NA","NA","0","NA","NA","NA","NA","NA","yahoo.com","I","8/8/2019","NA","NA"
"1045293432","1/4/2020","U","OOBWIN15","","CON","","NA","1/3/2020","|OOBWIN1506|","OOBWIN15","1/3/2020","1/3/2020","1/3/2020","NA","NA","NA","NA","NA","NA","NA","NA","NA","1/3/2020","NA","NA","NA","NA","NA","NA","NA","NA","NA","CA","0","NA","NA","0","NA","NA","0","NA","NA","NA","NA","NA","hotmail.com","U","1/3/2020","NA","NA"
"1044959804","12/25/2019","I","OOBWIN15","OOBWIN15","CON","","12/25/2019","12/25/2019","|OOBWIN1506|","OOBWIN15","12/25/2019","12/25/2019","12/25/2019","NA","NA","NA","NA","12/25/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","2","12/25/2019","1/13/2020","0","NA","NA","0","NA","NA","NA","NA","NA","gmail.com","I","12/25/2019","NA","NA"
"1040057087","8/22/2019","I","HYBRIS15","HYBRIS15","CON","","8/22/2019","8/22/2019","|HYBORD1502|HYBRIS1506|","HYBRIS15","8/22/2019","8/22/2019","8/22/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","8/22/2019","NA","NA","US","47","10/17/2019","2/17/2020","11","10/17/2019","2/7/2020","3","10/28/2019","11/29/2019","NA","NA","NA","gmail.com","I","8/22/2019","NA","NA"
"1043814177","11/29/2019","I","HYBRIS15","CROWDS19","CON","","11/29/2019","11/29/2019","|CROWDS1902|HYBORD1502|HYBRIS1506|","HYBRIS15","11/29/2019","11/29/2019","11/29/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","11/29/2019","11/29/2019","NA","NA","NA","NA","NA","NA","NA","NA","US","1","12/7/2019","1/4/2020","0","NA","NA","1","12/7/2019","1/4/2020","NA","NA","NA","mistmap.com","I","11/29/2019","NA","NA"
"1044481923","12/12/2019","I","OOBWIN15","OOBWIN15","CON","","12/12/2019","12/12/2019","|OOBWIN1506|","OOBWIN15","12/12/2019","12/12/2019","12/12/2019","NA","NA","NA","NA","12/12/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","3","12/12/2019","1/13/2020","3","12/12/2019","1/13/2020","0","NA","NA","NA","NA","NA","hotmail.com","I","12/12/2019","NA","NA"
"1041152271","8/28/2019","I","OOBWIN15","OOBWIN15","CON","","8/27/2019","8/27/2019","|OOBWIN1506|","OOBWIN15","8/27/2019","8/27/2019","8/27/2019","NA","NA","NA","NA","8/27/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","4","8/28/2019","12/24/2019","0","NA","NA","0","NA","NA","NA","NA","NA","hotmail.com","I","8/27/2019","NA","NA"
"1038194289","5/3/2019","U","SAPCRMSH","","CON","","NA","5/1/2019","|SAPCRMSHIP120501|","SAPCRMSH","5/1/2019","5/1/2019","5/1/2019","NA","NA","NA","NA","5/1/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","186","5/3/2019","2/20/2020","3","5/4/2019","6/20/2019","2","6/4/2019","6/20/2019","NA","NA","NA","yahoo.com","U","5/1/2019","NA","NA"
"1038184498","5/2/2019","I","OOBWIN15","OOBWIN15","CON","","4/30/2019","4/30/2019","|OOBWIN1506|","OOBWIN15","4/30/2019","4/30/2019","4/30/2019","NA","NA","NA","NA","4/30/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","17","5/3/2019","5/22/2019","3","5/3/2019","5/22/2019","0","NA","NA","NA","NA","NA","live.com","I","4/30/2019","NA","NA"
"1039846096","8/14/2019","I","HYBRIS15","ADBEMA19","SMB","CON","8/13/2019","8/24/2019","|ADBEMA1906|DNBAPI1609|HYBORD1502|HYBRIS1506|OOBWIN1506|SAPCRMSHIP120501|","HYBRIS15","8/13/2019","8/24/2019","8/14/2019","NA","NA","NA","NA","8/24/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","70","8/15/2019","3/5/2020","5","8/15/2019","1/10/2020","0","NA","NA","NA","NA","NA","gmail.com","I","8/24/2019","NA","NA"
"1044653114","12/17/2019","I","OOBWIN15","OOBWIN15","CON","","12/17/2019","12/17/2019","|OOBWIN1506|","OOBWIN15","12/17/2019","12/17/2019","12/17/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","3","12/17/2019","1/13/2020","1","1/13/2020","1/13/2020","0","NA","NA","NA","NA","NA","hotmail.com","I","12/17/2019","NA","NA"
"1046788897","2/26/2020","U","OOBWIN15","","CON","","NA","2/25/2020","|OOBWIN1506|","OOBWIN15","2/25/2020","2/25/2020","2/25/2020","NA","NA","NA","NA","NA","NA","NA","NA","NA","2/25/2020","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","0","NA","NA","0","NA","NA","0","NA","NA","NA","NA","NA","deltaam.com.ar","U","2/25/2020","NA","NA"
"1011171523","12/23/2019","I","NETMINNG","NETMINNG","CON","","3/15/2016","12/22/2019","|HYBRIS1506|IGNONE20121024|","NETMINNG","3/15/2016","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","0","NA","NA","0","NA","NA","0","NA","NA","NA","NA","NA","gmail.com","I","3/15/2016","NA","NA"
"1040222487","8/27/2019","U","OOBWIN15","","CON","","NA","8/27/2019","|OOBWIN1506|","OOBWIN15","8/27/2019","8/27/2019","8/27/2019","NA","NA","NA","NA","8/27/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","2","11/25/2019","12/24/2019","0","NA","NA","0","NA","NA","NA","NA","NA","gmail.com","U","8/27/2019","NA","NA"
"1046781680","2/25/2020","I","OOBWIN15","OOBWIN15","CON","","2/25/2020","2/25/2020","|OOBWIN1506|","OOBWIN15","2/25/2020","2/25/2020","2/25/2020","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2/25/2020","NA","NA","US","0","NA","NA","0","NA","NA","0","NA","NA","NA","NA","NA","midco.net","I","2/25/2020","NA","NA"
"1044675917","12/18/2019","I","OOBWIN15","OOBWIN15","CON","","12/18/2019","12/18/2019","|OOBWIN1506|","OOBWIN15","12/18/2019","12/18/2019","12/18/2019","NA","NA","NA","NA","12/18/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","4","12/18/2019","1/13/2020","0","NA","NA","0","NA","NA","NA","NA","NA","yahoo.com","I","12/18/2019","NA","NA"
"1046053407","1/25/2020","I","OOBWIN15","OOBWIN15","CON","","1/25/2020","1/25/2020","|OOBWIN1506|","OOBWIN15","1/25/2020","1/25/2020","1/25/2020","NA","NA","NA","NA","1/25/2020","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","2","1/25/2020","2/11/2020","1","1/30/2020","1/30/2020","1","1/30/2020","1/30/2020","NA","NA","NA","gmail.com","I","1/25/2020","NA","NA"
"1038075111","4/23/2019","I","NETMINNG","NETMINNG","CON","","4/23/2019","4/23/2019","|IGNONE20121024|","NETMINNG","4/23/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","0","NA","NA","0","NA","NA","0","NA","NA","NA","NA","NA","gmail.com","I","4/23/2019","NA","NA"
"1039822592","8/13/2019","I","ADBEMA19","ADBEMA19","CON","","8/12/2019","8/12/2019","|ADBEMA1906|","ADBEMA19","8/12/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","0","NA","NA","0","NA","NA","0","NA","NA","NA","NA","NA","gmail.com","I","8/12/2019","NA","NA"
"1044795738","12/21/2019","U","OOBWIN15","","CON","","NA","12/20/2019","|OOBWIN1506|","OOBWIN15","12/20/2019","12/20/2019","12/20/2019","NA","NA","NA","NA","12/20/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","0","NA","NA","0","NA","NA","0","NA","NA","NA","NA","NA","hotmail.com","U","12/20/2019","NA","NA"
"1040040675","8/21/2019","I","OOBWIN15","OOBWIN15","CON","","8/20/2019","8/20/2019","|OOBWIN1506|","OOBWIN15","8/20/2019","8/20/2019","8/20/2019","NA","NA","NA","NA","8/20/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","2","11/25/2019","12/24/2019","0","NA","NA","0","NA","NA","NA","NA","NA","gmail.com","I","8/20/2019","NA","NA"
"1041559436","9/8/2019","U","OOBWIN15","","CON","","NA","9/7/2019","|OOBWIN1506|","OOBWIN15","9/7/2019","9/7/2019","9/7/2019","NA","NA","NA","NA","9/7/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","2","11/25/2019","12/24/2019","0","NA","NA","0","NA","NA","NA","NA","NA","gmail.com","U","9/7/2019","NA","NA"
"1043871216","12/1/2019","I","HYBORD15","HYBRIS15","CON","","11/30/2019","12/2/2019","|HYBORD1502|HYBRIS1506|SAPCRMSHIP120501|","HYBORD15","11/30/2019","12/2/2019","11/30/2019","NA","NA","NA","NA","12/2/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","CA","33","12/14/2019","2/20/2020","3","12/25/2019","2/4/2020","1","2/4/2020","2/4/2020","NA","NA","NA","gmail.com","I","11/30/2019","NA","NA"
"1045645475","1/14/2020","U","OOBWIN15","","CON","","NA","1/12/2020","|OOBWIN1506|","OOBWIN15","1/12/2020","1/12/2020","1/12/2020","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","0","NA","NA","0","NA","NA","0","NA","NA","NA","NA","NA","gmail.com","U","1/12/2020","NA","NA"
"1039652353","8/5/2019","U","OOBWIN15","","CON","","NA","8/4/2019","|OOBWIN1506|","OOBWIN15","8/4/2019","8/4/2019","8/4/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","3","8/5/2019","12/24/2019","0","NA","NA","0","NA","NA","NA","NA","NA","outlook.com","U","8/4/2019","NA","NA"
"1046592771","2/19/2020","U","OOBWIN15","","CON","","NA","2/17/2020","|OOBWIN1506|","OOBWIN15","2/17/2020","2/17/2020","2/17/2020","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","0","NA","NA","0","NA","NA","0","NA","NA","NA","NA","NA","gmail.com","U","2/17/2020","NA","NA"
"1038056125","4/22/2019","I","OOBWIN15","OOBWIN15","CON","","4/21/2019","4/21/2019","|OOBWIN1506|","OOBWIN15","4/21/2019","4/21/2019","4/21/2019","NA","NA","NA","NA","4/21/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","1","4/22/2019","5/10/2019","0","NA","NA","0","NA","NA","NA","NA","NA","yahoo.com","I","4/21/2019","NA","NA"
"1044947453","12/25/2019","I","OOBWIN15","OOBWIN15","CON","","12/25/2019","12/25/2019","|OOBWIN1506|","OOBWIN15","12/25/2019","12/25/2019","12/25/2019","NA","NA","NA","NA","12/25/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","2","12/25/2019","1/17/2020","2","12/26/2019","1/4/2020","0","NA","NA","NA","NA","NA","comcast.net","I","12/25/2019","NA","NA"
"1045079065","12/27/2019","U","OOBWIN15","","CON","","NA","12/25/2019","|OOBWIN1506|","OOBWIN15","12/25/2019","12/25/2019","12/25/2019","NA","NA","NA","NA","12/25/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","1","1/2/2020","1/17/2020","0","NA","NA","0","NA","NA","NA","NA","NA","gmail.com","U","12/25/2019","NA","NA"
"1042115751","9/24/2019","I","HYBRIS15","HYBRIS15","CON","","9/24/2019","9/24/2019","|HYBRIS1506|","HYBRIS15","9/24/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","CA","0","NA","NA","0","NA","NA","0","NA","NA","NA","NA","NA","hotmail.com","I","9/24/2019","NA","NA"
"1046448239","2/12/2020","I","OOBWIN15","OOBWIN15","CON","","2/12/2020","2/12/2020","|OOBWIN1506|","OOBWIN15","2/12/2020","2/12/2020","2/12/2020","NA","NA","NA","NA","2/12/2020","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","1","2/12/2020","2/12/2020","1","2/12/2020","2/12/2020","0","NA","NA","NA","NA","NA","gmail.com","I","2/12/2020","NA","NA"
"1045919663","1/20/2020","I","OOBWIN15","OOBWIN15","CON","","1/20/2020","1/20/2020","|OOBWIN1506|","OOBWIN15","1/20/2020","1/20/2020","1/20/2020","NA","NA","NA","NA","1/20/2020","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","1","1/20/2020","1/20/2020","0","NA","NA","0","NA","NA","NA","NA","NA","students.cau.edu","I","1/20/2020","NA","NA"
"1042004326","9/19/2019","I","OOBWIN15","OOBWIN15","CON","","9/18/2019","9/18/2019","|OOBWIN1506|","OOBWIN15","9/18/2019","9/18/2019","9/18/2019","NA","NA","NA","NA","9/18/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","3","11/25/2019","12/24/2019","0","NA","NA","0","NA","NA","NA","NA","NA","mac.com","I","9/18/2019","NA","NA"
"1040136163","8/26/2019","I","ADBEMA19","ADBEMA19","CON","","8/23/2019","8/23/2019","|ADBEMA1906|","ADBEMA19","8/23/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","94","8/29/2019","2/20/2020","0","NA","NA","0","NA","NA","NA","NA","NA","gmail.com","I","8/23/2019","NA","NA"
"1046252595","2/3/2020","I","OOBWIN15","OOBWIN15","CON","","2/3/2020","2/3/2020","|OOBWIN1506|","OOBWIN15","2/3/2020","2/3/2020","2/3/2020","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","2","2/3/2020","2/19/2020","1","2/8/2020","2/8/2020","0","NA","NA","NA","NA","NA","hotmail.com","I","2/3/2020","NA","NA"
"1038507071","5/25/2019","U","SAPCRMSH","","AFF","","NA","5/29/2019","|SAPCRMSHIP120501|","SAPCRMSH","5/23/2019","5/29/2019","5/23/2019","NA","NA","NA","NA","5/23/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","5","7/25/2019","12/24/2019","0","NA","NA","0","NA","NA","NA","NA","NA","yahoo.com","U","5/29/2019","NA","NA"
"1039994475","8/20/2019","I","OOBWIN15","OOBWIN15","CON","","8/19/2019","8/19/2019","|OOBWIN1506|","OOBWIN15","8/19/2019","8/19/2019","8/19/2019","NA","NA","NA","NA","8/19/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","65","11/25/2019","2/20/2020","16","11/26/2019","1/13/2020","0","NA","NA","NA","NA","NA","adairschools.org","I","8/19/2019","NA","NA"
"1046711996","3/9/2020","U","DNBAPI16","","SMB","AFF","NA","2/26/2020","|DNBAPI1609|SAPCRMSHIP120501|","DNBAPI16","2/24/2020","2/26/2020","2/24/2020","NA","NA","NA","NA","NA","NA","NA","NA","NA","2/25/2020","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","0","NA","NA","0","NA","NA","0","NA","NA","NA","NA","NA","gmail.com","U","2/26/2020","NA","NA"
"1042441424","10/4/2019","I","OOBWIN15","OOBWIN15","CON","","10/4/2019","10/4/2019","|OOBWIN1506|","OOBWIN15","10/4/2019","10/4/2019","10/4/2019","NA","NA","NA","NA","10/4/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","37","10/4/2019","1/13/2020","29","10/5/2019","1/14/2020","0","NA","NA","NA","NA","NA","gmail.com","I","10/4/2019","NA","NA"
"1038551941","5/28/2019","I","NETMINNG","NETMINNG","CON","","5/28/2019","5/28/2019","|IGNONE20121024|","NETMINNG","5/28/2019","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","US","155","5/28/2019","2/20/2020","18","5/28/2019","7/16/2019","8","6/10/2019","7/16/2019","NA","NA","NA","hotmail.com","I","5/28/2019","NA","NA"
